iter	RMSE
437	17.17458301
438	17.16512572
439	17.12605945
440	17.10842343
441	17.06691951
442	17.0517253
443	17.02700419
444	17.02631823
445	17.00717668
446	16.98044774
447	16.95071952
448	16.90112558
449	16.88816448
450	16.84990809
451	16.82697683
452	16.80251721
453	16.79308627
454	16.76312337
455	16.74595193
456	16.74528168
457	16.70133872
458	16.69597062
459	16.66250244
460	16.63380881
461	16.62703155
462	16.58557746
463	16.58056919
464	16.56729707
465	16.56667264
466	16.53150113
467	16.50379554
468	16.49590973
469	16.46765693
470	16.4592773
471	16.44854807
472	16.42600124
473	16.40081392
474	16.38049208
475	16.34146794
476	16.33020827
477	16.30999619
478	16.29615844
479	16.28303652
480	16.26023731
481	16.22051753
482	16.19622887
483	16.14563772
484	16.10896442
485	16.08099804
486	16.03404929
487	16.0216487
488	15.99959767
489	15.97895189
490	15.95118696
491	15.92285952
492	15.89940253
493	15.88593346
494	15.86888439
495	15.85466076
496	15.8127942
497	15.77675444
498	15.77614365
499	15.73916073
500	15.71357846
501	15.68242607
502	15.66914988
503	15.63014675
504	15.61547766
505	15.59470613
506	15.58316654
507	15.56340881
508	15.51498838
509	15.47649936
510	15.46340145
511	15.4239995
512	15.41617996
513	15.38817825
514	15.3496633
515	15.32241723
516	15.2992486
517	15.28166133
518	15.24241694
519	15.22618271
520	15.20736493
521	15.18772243
522	15.16911142
523	15.132038
524	15.10746889
525	15.08242853
526	15.05253398
527	15.0440402
528	15.04343833
529	15.03653315
530	15.01050721
531	14.97539375
532	14.96008804
533	14.92170674
534	14.90980431
535	14.89770648
536	14.89208892
537	14.85746802
538	14.83831605
539	14.82271797
540	14.77169155
541	14.72281785
542	14.70798629
543	14.69329407
544	14.69277225
545	14.67644834
546	14.66917974
547	14.66865418
548	14.62956076
549	14.60249782
550	14.57933813
551	14.53180268
552	14.521547
553	14.49873037
554	14.46593714
555	14.45400559
556	14.43855947
557	14.41425156
558	14.37136536
559	14.34854733
560	14.31402678
561	14.28600667
562	14.25528126
563	14.22698217
564	14.210564
565	14.1898131
566	14.17750355
567	14.16818189
568	14.14850931
569	14.11711123
570	14.08789077
571	14.05580425
572	14.01426516
573	13.98259744
574	13.94940176
575	13.94890056
576	13.94840105
577	13.92109071
578	13.89775034
579	13.88371354
580	13.84119275
581	13.81942418
582	13.80519097
583	13.7888818
584	13.77406437
585	13.750633
586	13.72897163
587	13.72245472
588	13.70236574
589	13.69601334
590	13.68616359
591	13.66940599
592	13.65094564
593	13.64538225
594	13.64493754
595	13.62812365
596	13.59524656
597	13.57236591
598	13.54164323
599	13.5149092
600	13.47676493
601	13.44365944
602	13.43776343
603	13.42007289
604	13.39558702
605	13.36170908
606	13.35318896
607	13.33801147
608	13.30416852
609	13.29983785
610	13.26715727
611	13.25872257
612	13.22872368
613	13.21721904
614	13.20337528
615	13.2029288
616	13.19886782
617	13.17570933
618	13.17524883
619	13.15387444
620	13.15106792
621	13.1439436
622	13.12712411
623	13.1057491
624	13.09512921
625	13.07604611
626	13.06804334
627	13.05750272
628	13.04928514
629	13.04887861
630	13.03251267
631	13.01504974
632	13.00471425
633	12.97914387
634	12.97011327
635	12.94726723
636	12.92018468
637	12.90184287
638	12.89310308
639	12.87341901
640	12.86792592
641	12.86751319
642	12.85705108
643	12.83447594
644	12.82615036
645	12.81112938
646	12.79202099
647	12.75593646
648	12.74780873
649	12.72678011
650	12.70952357
651	12.69345131
652	12.67859608
653	12.66079167
654	12.65229012
655	12.63515415
656	12.62522924
657	12.6170271
658	12.60826359
659	12.59256357
660	12.57427986
661	12.57387502
662	12.55150889
663	12.51909752
664	12.49707298
665	12.49668297
666	12.49629331
667	12.46295929
668	12.42793641
669	12.40934394
670	12.39770373
671	12.38967867
672	12.37954105
673	12.36656651
674	12.35930478
675	12.35893186
676	12.35858468
677	12.35162541
678	12.31134351
679	12.28999225
680	12.27658678
681	12.25313757
682	12.23833772
683	12.23798293
684	12.22243579
685	12.20675861
686	12.19529823
687	12.15926179
688	12.14223529
689	12.14187837
690	12.14155946
691	12.1412109
692	12.14085895
693	12.14052922
694	12.14017579
695	12.13982313
696	12.12610996
697	12.11471932
698	12.10441666
699	12.07405186
700	12.04405764
701	12.02861539
702	12.00931713
703	12.00417895
704	11.98940517
705	11.96503998
706	11.95724861
707	11.93914752
708	11.93054416
709	11.92452489
710	11.92419602
711	11.91450501
712	11.91418339
713	11.91386528
714	11.8948686
715	11.89451423
716	11.8941986
717	11.88291386
718	11.86730004
719	11.84666006
720	11.84636886
721	11.82348964
722	11.80905276
723	11.80281682
724	11.7975109
725	11.78016557
726	11.77254642
727	11.75546953
728	11.7364169
729	11.7236071
730	11.72331528
731	11.7230128
732	11.72273578
733	11.72194119
734	11.69339994
735	11.67260429
736	11.66007312
737	11.63530969
738	11.62969558
739	11.62902085
740	11.61804015
741	11.60118293
742	11.57370143
743	11.5601174
744	11.55982039
745	11.54915197
746	11.54886568
747	11.52570663
748	11.52543625
749	11.51912669
750	11.49770482
751	11.49198478
752	11.47961744
753	11.46236556
754	11.44863359
755	11.43653014
756	11.42477848
757	11.397505
758	11.38630512
759	11.37292296
760	11.35277096
761	11.34356927
762	11.33491844
763	11.3275911
764	11.31360157
765	11.30427041
766	11.29793256
767	11.27786711
768	11.26489721
769	11.25060762
770	11.23841797
771	11.23189866
772	11.22532798
773	11.22504708
774	11.21417972
775	11.20362452
776	11.19205442
777	11.16640687
778	11.15451058
779	11.14392825
780	11.12350505
781	11.11619532
782	11.10667334
783	11.09872386
784	11.08108231
785	11.0750391
786	11.07477966
787	11.0645387
788	11.06426626
789	11.0513202
790	11.03030694
791	11.00977887
792	11.00182267
793	10.99080451
794	10.98518661
795	10.97694857
796	10.96799739
797	10.95227399
798	10.94900036
799	10.93505718
800	10.91461201
801	10.89984309
802	10.88094234
803	10.85935398
804	10.84063592
805	10.82859152
806	10.82831751
807	10.81780633
808	10.81097631
809	10.79713568
810	10.79688376
811	10.79329744
812	10.79304007
813	10.76421236
814	10.75525651
815	10.74686919
816	10.7387919
817	10.71696466
818	10.68985409
819	10.68959734
820	10.66217544
821	10.64133262
822	10.63397656
823	10.62011049
824	10.60466899
825	10.59078664
826	10.57951265
827	10.56992381
828	10.5626306
829	10.5379229
830	10.52955388
831	10.52578052
832	10.52552462
833	10.50572328
834	10.49920267
835	10.4809291
836	10.48068033
837	10.48044011
838	10.45790874
839	10.44528583
840	10.44179158
841	10.44153648
842	10.44128604
843	10.43070793
844	10.4304511
845	10.42624914
846	10.4185289
847	10.41828008
848	10.41802879
849	10.41779307
850	10.40573494
851	10.39972257
852	10.39856705
853	10.39178142
854	10.39154597
855	10.39130954
856	10.39107744
857	10.39086798
858	10.39063581
859	10.39039877
860	10.39019646
861	10.38996343
862	10.38974414
863	10.38951384
864	10.38930476
865	10.38908165
866	10.38886116
867	10.37511782
868	10.36769849
869	10.36747807
870	10.35627219
871	10.34805423
872	10.34027242
873	10.32318151
874	10.30121198
875	10.28375537
876	10.27669562
877	10.2678998
878	10.25390322
879	10.23603319
880	10.23017206
881	10.22226569
882	10.21443914
883	10.21099154
884	10.1940397
885	10.18122117
886	10.17329124
887	10.16062213
888	10.15161294
889	10.15141116
890	10.12250287
891	10.11124108
892	10.09572383
893	10.09054583
894	10.07413488
895	10.06829261
896	10.0581251
897	10.04610267
898	10.03325035
899	10.02494281
900	10.02471934
901	10.01570132
902	9.987893654
903	9.972504064
904	9.958094226
905	9.950243035
906	9.941129241
907	9.926032276
908	9.912781745
909	9.901726775
910	9.89020746
911	9.886815438
912	9.886609448
913	9.886386206
914	9.878647826
915	9.868179888
916	9.860259301
917	9.860055937
918	9.859838677
919	9.859626668
920	9.859245308
921	9.859028077
922	9.858802574
923	9.858577581
924	9.858356172
925	9.858131458
926	9.857913936
927	9.857713729
928	9.857496729
929	9.8517277
930	9.841860215
931	9.841633249
932	9.841239159
933	9.840192367
934	9.839979231
935	9.839770695
936	9.822503205
937	9.822297029
938	9.822100182
939	9.821892339
940	9.821701774
941	9.821498457
942	9.806948421
943	9.806744109
944	9.802419859
945	9.794882148
946	9.790790022
947	9.788057783
948	9.787846482
949	9.782698733
950	9.766354116
951	9.760160802
952	9.759950357
953	9.74750367
954	9.731782343
955	9.731577622
956	9.723633
957	9.686777424
958	9.681760846
959	9.680764806
960	9.676255454
961	9.670033678
962	9.667091773
963	9.660409395
964	9.658861694
965	9.657580473
966	9.655238143
967	9.654844441
968	9.64298398
969	9.641846376
970	9.640982255
971	9.640776182
972	9.640569578
973	9.640370305
974	9.640157533
975	9.639952357
976	9.63976561
977	9.63956517
978	9.639360125
979	9.639160347
980	9.638959119
981	9.638751777
982	9.638558911
983	9.638360236
984	9.638177207
985	9.6379801
986	9.622324305
987	9.622141778
988	9.602464055
989	9.602290456
990	9.595454247
991	9.588149325
992	9.581151066
993	9.559627684
994	9.551202915
995	9.542837373
996	9.542636846
997	9.542291572
998	9.542095319
999	9.541914046
